id,class,score,label
5627.0,0.0,0.6467212390591978,1.0
9220.0,2.0,0.2659895073114115,0.0
2655.0,0.0,0.4356715617873442,0.0
9081.0,6.0,0.6226731989814741,1.0
644.0,0.0,0.7310070420399923,1.0
93.0,0.0,0.502406330802478,1.0
9224.0,2.0,0.21141502946079924,0.0
5754.0,0.0,0.636149013453035,1.0
3290.0,0.0,0.41134180074457694,0.0
6760.0,0.0,0.698500139076844,1.0
10194.0,0.0,0.7201478473550632,1.0
3785.0,2.0,0.4006805194928954,0.0
2817.0,2.0,0.6819505961954059,1.0
379.0,5.0,0.32497019461041565,0.0
569.0,1.0,0.24404257039961144,0.0
8196.0,2.0,0.5297916733581335,1.0
10680.0,0.0,0.6037116448511615,1.0
8452.0,2.0,0.3740485972003317,0.0
9552.0,4.0,0.2692087227843439,0.0
849.0,0.0,0.35995974952999765,0.0
5654.0,0.0,0.3685122606907323,0.0
2539.0,1.0,0.5229741066066962,1.0
10379.0,0.0,0.7115981050965896,1.0
6304.0,0.0,0.7734846853833007,1.0
9125.0,2.0,0.21123804984901232,0.0
6525.0,2.0,0.1874098908010759,0.0
7472.0,2.0,0.08084902905867922,0.0
3218.0,6.0,0.20877802989156405,0.0
5137.0,1.0,0.22467119004824437,0.0
4409.0,2.0,0.9024123367821454,1.0
6149.0,0.0,0.5750740848275319,1.0
6129.0,0.0,0.3570290360209059,0.0
6236.0,6.0,0.1642133323722706,0.0
8774.0,2.0,0.37337552544678543,0.0
7508.0,4.0,0.30120893318973674,0.0
3250.0,2.0,0.21503120647303667,0.0
5691.0,2.0,0.37742382159655385,0.0
3287.0,0.0,0.7781014340369033,1.0
654.0,2.0,0.2743598847281229,0.0
853.0,0.0,0.2871198997964821,0.0
3502.0,4.0,0.3137109340374386,0.0
691.0,0.0,0.5285151055242497,1.0
4205.0,3.0,0.28706287200652636,0.0
5960.0,2.0,0.1585355933639443,0.0
10168.0,2.0,0.18041254251515426,0.0
5219.0,3.0,0.648725903879294,1.0
2467.0,0.0,0.4881081546275175,0.0
6160.0,0.0,0.6773568142330404,1.0
3671.0,2.0,0.2651764334679992,0.0
1849.0,0.0,0.6232053819819962,1.0
6968.0,0.0,0.7798822492554682,1.0
6593.0,0.0,0.1654241212263099,0.0
4081.0,2.0,0.40790659950684044,0.0
6591.0,1.0,0.05094470015023917,0.0
668.0,4.0,0.2834952789881776,0.0
1864.0,0.0,0.30862032885322394,0.0
7189.0,2.0,0.39612596142834033,0.0
7192.0,7.0,0.0193438675867713,0.0
2835.0,2.0,0.7468079148472285,1.0
7661.0,3.0,0.9933703237052517,1.0
7595.0,5.0,0.23683785129970358,0.0
7218.0,0.0,0.4217301889159873,0.0
9527.0,0.0,0.35479805841734624,0.0
2400.0,0.0,0.7714053109826544,1.0
4500.0,0.0,0.4952875464933874,0.0
2383.0,6.0,0.28182167544883513,0.0
2927.0,0.0,0.5512370436038602,1.0
10237.0,2.0,0.6297235247503014,1.0
5617.0,2.0,0.16349447266233058,0.0
6259.0,2.0,0.21943406650579872,0.0
6285.0,3.0,0.3433644548698441,0.0
9626.0,0.0,0.7078052650905418,1.0
